Date,close,high,low,open,volume,symbol
2016-02-25,2.8422820568084717,2.9821581443820575,2.814306999369233,2.9765632396111954,116881342,601328.SS
2016-02-26,2.8870420455932617,2.9094221958077493,2.8478769161141257,2.85347182027153,78338735,601328.SS
2016-02-29,2.892637252807617,2.94299272481773,2.791926308787391,2.881447177560085,162766018,601328.SS
2016-03-01,2.8982326984405518,2.9206128531163484,2.8478774838162533,2.875852543764755,71678047,601328.SS
2016-03-02,2.970968008041382,2.976563179491699,2.898232379942012,2.915017627500505,151451113,601328.SS
2016-03-03,2.9821579456329346,2.987753116823365,2.94299281446971,2.9653729656465373,148243354,601328.SS
2016-03-04,3.0940587520599365,3.1556040300984733,2.965372758391062,2.970967662398007,451007758,601328.SS
2016-03-07,3.0772738456726074,3.1276293212481097,3.0604885982166214,3.0940590931285943,152152019,601328.SS
2016-03-08,3.088463068008423,3.105248310824681,2.965372265594603,3.071677825192165,164504420,601328.SS
2016-03-09,3.0940587520599365,3.0996536560668817,2.998942982810017,3.032513207228972,180190662,601328.SS
2016-03-10,3.0213234424591064,3.094059069560237,3.0045381951309786,3.0604885749039803,74590936,601328.SS
2016-03-11,3.071678400039673,3.0772735709563253,2.9989430456702277,3.0157280248353175,97674300,601328.SS
2016-03-14,3.071678400039673,3.110843796078939,3.060488324998802,3.0884636459971966,87289355,601328.SS
2016-03-15,3.1500091552734375,3.166794134242198,3.0269180644711833,3.0828687058135333,171021181,601328.SS
2016-03-16,3.2283401489257812,3.2395302254623926,3.110844211895127,3.110844211895127,286351179,601328.SS
2016-03-17,3.200364828109741,3.228340152881785,3.172389770130167,3.228340152881785,144231099,601328.SS
2016-03-18,3.1667943000793457,3.2059596977114992,3.138819244735617,3.200364526567287,271223360,601328.SS
2016-03-21,3.1611993312835693,3.1947695570871497,3.133224009717699,3.1667942355212797,358896396,601328.SS
2016-03-22,3.1388192176818848,3.1723894438804816,3.1276291422823523,3.155604197384962,173680075,601328.SS
2016-03-23,3.127629280090332,3.144414260532981,3.11084403285523,3.133224184640397,126556779,601328.SS
2016-03-24,3.0828685760498047,3.1276288738056954,3.0772734054341084,3.122033703189999,121346270,601328.SS
2016-03-25,3.0828685760498047,3.0884634798730812,3.0660833309951356,3.0772734054341084,88654340,601328.SS
2016-03-28,3.0772738456726074,3.1108440737921232,3.054893693592931,3.082869017088756,121563620,601328.SS
2016-03-29,3.0548932552337646,3.082868574715296,3.049298084620491,3.0772734041020224,110729845,601328.SS
2016-03-30,3.1220338344573975,3.133223909366862,3.082868705670486,3.088463609729003,203013617,601328.SS
2016-03-31,3.116438627243042,3.138818774884912,3.105248553422107,3.1332236045782422,124953116,601328.SS
2016-04-01,3.1500091552734375,3.150009155273437,3.0940587807235174,3.110843759692278,164098448,601328.SS
2016-04-05,3.1611993312835693,3.1667942355212797,3.099653783914118,3.1276291054799885,171612837,601328.SS
2016-04-06,3.133223533630371,3.1500087773778955,3.1220334600628212,3.1444136071979214,86613198,601328.SS
2016-04-07,3.0940587520599365,3.144413955292155,3.0884635812605636,3.144413955292155,79967305,601328.SS
2016-04-08,3.088463068008423,3.1108432139018447,3.077272995061712,3.0828681649312593,65214942,601328.SS
2016-04-11,3.110844135284424,3.1276293830722057,3.088463982762357,3.088463982762357,99989447,601328.SS
2016-04-12,3.088463068008423,3.1108432139018447,3.066082922115001,3.105248310824681,56921038,601328.SS
2016-04-13,3.116438627243042,3.138818774884912,3.094058479601172,3.099653383115437,114551413,601328.SS
2016-04-14,3.127629280090332,3.144414260532981,3.1164392041977487,3.138819355982916,57592754,601328.SS
2016-04-15,3.127629280090332,3.144414260532981,3.1164392041977487,3.133224184640397,63810463,601328.SS
2016-04-18,3.088463068008423,3.1220332868485556,3.0828681649312593,3.116438383771392,65368918,601328.SS
2016-04-19,3.088463068008423,3.105248310824681,3.077272995061712,3.105248310824681,45010367,601328.SS
2016-04-20,3.088463068008423,3.09405823787797,2.9933473145651885,3.09405823787797,172762356,601328.SS
2016-04-21,3.043703317642212,3.0828687133187187,3.0437033176422124,3.060488296651836,65139887,601328.SS
2016-04-22,3.043703317642212,3.0660834675166644,3.032513242704986,3.032513242704986,48723667,601328.SS
2016-04-25,3.0213234424591064,3.0381084229947795,3.0101333665045065,3.0325135184137073,47585807,601328.SS
2016-04-26,3.032513380050659,3.0381082843764555,3.010133229162587,3.026918208932419,30407225,601328.SS
2016-04-27,3.01572847366333,3.0325137221189857,3.0101335687064266,3.0325137221189857,37871872,601328.SS
2016-04-28,3.032513380050659,3.054893530938731,3.010133229162587,3.021323304606623,54195496,601328.SS
2016-04-29,3.0101332664489746,3.0325134176142687,3.004538095261428,3.021323342031622,52656245,601328.SS
2016-05-03,3.043703317642212,3.0492982217146096,3.0045379219657056,3.015727996902932,74048382,601328.SS
2016-05-04,3.0381083488464355,3.043703520083407,3.026918273164941,3.0381083488464355,45558779,601328.SS
2016-05-05,3.032513380050659,3.0381082843764555,3.021323304606623,3.032513380050659,40454162,601328.SS
2016-05-06,2.9933478832244873,3.0381081835146397,2.9877529790844357,3.0325132793745877,71724367,601328.SS
2016-05-09,2.9541828632354736,2.9933479940430963,2.942992787748661,2.9933479940430963,72738196,601328.SS
2016-05-10,2.9373979568481445,2.954183205418823,2.926207880065184,2.9429931286358624,50051808,601328.SS
2016-05-11,2.948587417602539,2.9597774920476327,2.926207268712352,2.9429925137762023,58419510,601328.SS
2016-05-12,2.9373979568481445,2.948588033631105,2.920612708277466,2.9373979568481445,43683086,601328.SS
2016-05-13,2.931802272796631,2.9429926144168164,2.9262073687789667,2.931802272796631,32422293,601328.SS
2016-05-16,2.942992925643921,2.9485878302532567,2.9206125068292064,2.926207678230999,40374850,601328.SS
2016-05-17,2.9373979568481445,2.948588033631105,2.926207880065184,2.9429931286358624,40747659,601328.SS
2016-05-18,2.9541828632354736,2.9653729387222865,2.903827390148594,2.9262075411222197,111521314,601328.SS
2016-05-19,2.9262075424194336,2.94858769340298,2.9206123712773246,2.937397617911207,45785658,601328.SS
2016-05-20,2.942992925643921,2.942992925643921,2.9206125068292064,2.926207678230999,26599131,601328.SS
2016-05-23,2.942992925643921,2.9541830016550494,2.937397754242128,2.942992925643921,29235269,601328.SS
2016-05-24,2.931802272796631,2.9429926144168164,2.920612197968874,2.9373974436067236,26164847,601328.SS
2016-05-25,2.942992925643921,2.9541830016550494,2.931802582840335,2.942992925643921,30770369,601328.SS
2016-05-26,2.948587417602539,2.9541825882212955,2.9318021725386894,2.937397343157446,34745107,601328.SS
2016-05-27,2.959778070449829,2.970968147081696,2.942993088898264,2.9485879938179616,38875118,601328.SS
2016-05-30,3.0101332664489746,3.015728170844075,2.9541828885357395,2.9653729641183864,73001407,601328.SS
2016-05-31,3.0940587520599365,3.105248826866255,2.998942982810017,3.004537886816962,142341440,601328.SS
2016-06-01,3.0772738456726074,3.099653997752285,3.07167867425646,3.099653997752285,69742927,601328.SS
2016-06-02,3.0660836696624756,3.0828689165711753,3.0492984227537754,3.0716785741037427,48025604,601328.SS
2016-06-03,3.1052489280700684,3.110843832259358,3.060488360593566,3.077273606746309,68871615,601328.SS
2016-06-06,3.099653959274292,3.1108440351752207,3.0828689788191257,3.1052491306209835,38152095,601328.SS
2016-06-07,3.1052489280700684,3.110843832259358,3.0884636819173252,3.1052489280700684,44758233,601328.SS
2016-06-08,3.099653959274292,3.1108440351752207,3.0716786361257427,3.099653959274292,62390202,601328.SS
2016-06-13,3.060488224029541,3.1052487895087535,3.054893320089905,3.077273469433299,76226919,601328.SS
2016-06-14,3.0772738456726074,3.0884639217124463,3.054893693592931,3.054893693592931,46783734,601328.SS
2016-06-15,3.088463068008423,3.09405823787797,3.049297679298743,3.060487752245454,55792724,601328.SS
2016-06-16,3.071678400039673,3.0828687418729777,3.0660834959154544,3.0772735709563253,42310636,601328.SS
2016-06-17,3.1052489280700684,3.110843832259358,3.0716784357645825,3.077273606746309,82477572,601328.SS
2016-06-20,3.1052489280700684,3.1164390032410845,3.094058852899052,3.110843832259358,22268101,601328.SS
