Date,close,high,low,open,volume,symbol
2016-02-25,17.673656463623047,19.4397238110641,17.563277834917944,19.4397238110641,62185444,002230.SZ
2016-02-26,17.680156707763672,18.089209243436493,17.368496129167585,18.050250974499793,30962589,002230.SZ
2016-02-29,16.43351936340332,17.504847570637683,16.167311346754392,17.14124574285246,45332449,002230.SZ
2016-03-01,17.27110481262207,17.55029955824786,16.310155196379917,16.543899245771435,40515282,002230.SZ
2016-03-02,17.991809844970703,18.08270934822484,17.232140555160896,17.5308143322072,39903141,002230.SZ
2016-03-03,17.784038543701172,18.426834960902127,17.732095436404773,17.920388735946208,35442309,002230.SZ
2016-03-04,16.946455001831055,17.92038921869068,16.6737546099949,17.660673675212394,34741021,002230.SZ
2016-03-07,17.310056686401367,17.810010498617444,17.08280698008361,17.32304339233409,30014898,002230.SZ
2016-03-08,18.173612594604492,18.186597443145708,16.556881920399576,17.193185939722145,48890626,002230.SZ
2016-03-09,17.758068084716797,18.28399161410443,17.64768943931587,17.745081378276133,40330927,002230.SZ
2016-03-10,17.81001091003418,18.95925174699977,17.74508109413486,18.569678424500236,54302838,002230.SZ
2016-03-11,17.40096092224121,17.725606332466917,17.076315512015505,17.498352873439767,31602532,002230.SZ
2016-03-14,18.56318473815918,18.80991542111733,17.59574299316728,17.719108334646357,58397716,002230.SZ
2016-03-15,18.134654998779297,18.73849314177504,17.99830295227058,18.381383823526118,41813982,002230.SZ
2016-03-16,18.134654998779297,18.134654998779297,18.134654998779297,18.134654998779297,0,002230.SZ
2016-03-17,18.134654998779297,18.134654998779297,18.134654998779297,18.134654998779297,0,002230.SZ
2016-03-18,18.134654998779297,18.134654998779297,18.134654998779297,18.134654998779297,0,002230.SZ
2016-03-21,18.134654998779297,18.134654998779297,18.134654998779297,18.134654998779297,0,002230.SZ
2016-03-22,18.134654998779297,18.134654998779297,18.134654998779297,18.134654998779297,0,002230.SZ
2016-03-23,18.134654998779297,18.134654998779297,18.134654998779297,18.134654998779297,0,002230.SZ
2016-03-24,18.134654998779297,18.134654998779297,18.134654998779297,18.134654998779297,0,002230.SZ
2016-03-25,18.134654998779297,18.134654998779297,18.134654998779297,18.134654998779297,0,002230.SZ
2016-03-28,18.134654998779297,18.134654998779297,18.134654998779297,18.134654998779297,0,002230.SZ
2016-03-29,18.134654998779297,18.134654998779297,18.134654998779297,18.134654998779297,0,002230.SZ
2016-03-30,18.134654998779297,18.134654998779297,18.134654998779297,18.134654998779297,0,002230.SZ
2016-03-31,18.134654998779297,18.134654998779297,18.134654998779297,18.134654998779297,0,002230.SZ
2016-04-01,18.134654998779297,18.134654998779297,18.134654998779297,18.134654998779297,0,002230.SZ
2016-04-05,18.134654998779297,18.134654998779297,18.134654998779297,18.134654998779297,0,002230.SZ
2016-04-06,18.134654998779297,18.134654998779297,18.134654998779297,18.134654998779297,0,002230.SZ
2016-04-07,18.134654998779297,18.134654998779297,18.134654998779297,18.134654998779297,0,002230.SZ
2016-04-08,18.134654998779297,18.134654998779297,18.134654998779297,18.134654998779297,0,002230.SZ
2016-04-11,18.134654998779297,18.134654998779297,18.134654998779297,18.134654998779297,0,002230.SZ
2016-04-12,18.134654998779297,18.134654998779297,18.134654998779297,18.134654998779297,0,002230.SZ
2016-04-13,18.134654998779297,18.134654998779297,18.134654998779297,18.134654998779297,0,002230.SZ
2016-04-14,18.134654998779297,18.134654998779297,18.134654998779297,18.134654998779297,0,002230.SZ
2016-04-15,18.134654998779297,18.134654998779297,18.134654998779297,18.134654998779297,0,002230.SZ
2016-04-18,18.134654998779297,18.134654998779297,18.134654998779297,18.134654998779297,0,002230.SZ
2016-04-19,18.199819564819336,18.199819564819336,18.199819564819336,18.199819564819336,0,002230.SZ
2016-04-20,18.199819564819336,18.199819564819336,18.199819564819336,18.199819564819336,0,002230.SZ
2016-04-21,18.199819564819336,18.199819564819336,18.199819564819336,18.199819564819336,0,002230.SZ
2016-04-22,18.199819564819336,18.199819564819336,18.199819564819336,18.199819564819336,0,002230.SZ
2016-04-25,18.199819564819336,18.199819564819336,18.199819564819336,18.199819564819336,0,002230.SZ
2016-04-26,18.199819564819336,18.199819564819336,18.199819564819336,18.199819564819336,0,002230.SZ
2016-04-27,18.199819564819336,18.199819564819336,18.199819564819336,18.199819564819336,0,002230.SZ
2016-04-28,18.199819564819336,18.199819564819336,18.199819564819336,18.199819564819336,0,002230.SZ
2016-04-29,18.199819564819336,18.199819564819336,18.199819564819336,18.199819564819336,0,002230.SZ
2016-05-03,18.199819564819336,18.199819564819336,18.199819564819336,18.199819564819336,0,002230.SZ
2016-05-04,18.199819564819336,18.199819564819336,18.199819564819336,18.199819564819336,0,002230.SZ
2016-05-05,18.199819564819336,18.199819564819336,18.199819564819336,18.199819564819336,0,002230.SZ
2016-05-06,18.199819564819336,18.199819564819336,18.199819564819336,18.199819564819336,0,002230.SZ
2016-05-09,18.199819564819336,18.199819564819336,18.199819564819336,18.199819564819336,0,002230.SZ
2016-05-10,18.199819564819336,18.199819564819336,18.199819564819336,18.199819564819336,0,002230.SZ
2016-05-11,18.199819564819336,18.199819564819336,18.199819564819336,18.199819564819336,0,002230.SZ
2016-05-12,18.199819564819336,18.199819564819336,18.199819564819336,18.199819564819336,0,002230.SZ
2016-05-13,18.199819564819336,18.199819564819336,18.199819564819336,18.199819564819336,0,002230.SZ
2016-05-16,18.199819564819336,18.199819564819336,18.199819564819336,18.199819564819336,0,002230.SZ
2016-05-17,18.199819564819336,18.199819564819336,18.199819564819336,18.199819564819336,0,002230.SZ
2016-05-18,18.740663528442383,19.568225711819693,17.372256540157927,18.245430860509288,104410861,002230.SZ
2016-05-19,18.330141067504883,19.066475241168682,18.14768692845941,18.310593807980304,56200764,002230.SZ
2016-05-20,17.860977172851562,18.03691559705479,17.450454804479854,17.978270077089537,44337214,002230.SZ
2016-05-23,18.199819564819336,18.42137009961385,17.854458526934575,17.9196197909422,35898438,002230.SZ
2016-05-24,18.62337303161621,19.00783044798033,18.34317512719442,18.349690880614034,52701156,002230.SZ
2016-05-25,18.238916397094727,18.897054128366104,18.212851517991826,18.877506867269336,40457584,002230.SZ
2016-05-26,18.141172409057617,18.408336950467174,17.59380995469533,18.036912893940993,33815743,002230.SZ
2016-05-27,17.965234756469727,18.362725572571286,17.93265412272104,18.167238041464646,22577079,002230.SZ
2016-05-30,17.51561737060547,17.789299562006654,17.40484022458427,17.73716793403306,25537086,002230.SZ
2016-05-31,18.916601181030273,19.06647468552672,17.665487121178888,17.665487121178888,61575424,002230.SZ
2016-06-01,19.131641387939453,19.45745146983322,18.93615384735731,18.93615384735731,64883370,002230.SZ
2016-06-02,19.20331573486328,19.274994614034814,18.89705295829073,19.04041071663379,40978282,002230.SZ
2016-06-03,20.206815719604492,20.98224633968661,19.261964317355485,19.261964317355485,97385820,002230.SZ
2016-06-06,21.49703025817871,22.226846881364192,21.066958815933653,22.22033112759113,115843221,002230.SZ
2016-06-07,20.98224449157715,21.555673646153945,20.67598358704973,21.50354389249306,71979544,002230.SZ
2016-06-08,22.1356201171875,22.520079440352692,20.6043079002032,21.02134599406736,106698384,002230.SZ
2016-06-13,20.460948944091797,22.526592031947438,20.415334939127366,21.699033510359552,98087422,002230.SZ
2016-06-14,20.33062171936035,21.14515048442915,19.731129577367167,20.58475472389073,66167259,002230.SZ
2016-06-15,21.555673599243164,21.68599798311176,19.939649374965537,20.13513688292195,71205739,002230.SZ
2016-06-16,21.49703025817871,21.74464568032017,21.132121946585972,21.373221614954367,49370998,002230.SZ
2016-06-17,21.132118225097656,21.992259093804762,20.949662237125608,21.731610345711697,50866222,002230.SZ
2016-06-20,20.83888816833496,21.12560180751473,20.37623614812722,20.949663426486755,40216183,002230.SZ
2016-06-21,20.513078689575195,21.47096347167358,20.330624534142512,20.930118623442837,44024787,002230.SZ
2016-06-22,21.099538803100586,21.099538803100586,20.213332930651223,20.44140108449072,35930623,002230.SZ
2016-06-23,20.85843849182129,21.073473267502447,20.513077462888813,21.066957514132014,36425128,002230.SZ
2016-06-24,20.40230369567871,21.22986409228546,19.763713210832695,20.96269954141954,55770970,002230.SZ
2016-06-27,20.83888816833496,20.94314767349124,20.20681352009476,20.265460889975422,39371350,002230.SZ
2016-06-28,21.3667049407959,21.679483480116527,20.610821606463894,20.669467116509725,64257226,002230.SZ
2016-06-29,21.099538803100586,21.640385500157507,20.99527928869478,21.58173998938103,38149294,002230.SZ
2016-06-30,21.40580177307129,21.464447284341805,20.982246093999198,21.249412500145123,33927628,002230.SZ
2016-07-01,21.073476791381836,21.58174292540939,21.014831272627095,21.405804504837743,30037710,002230.SZ
2016-07-04,21.47096061706543,21.568704367700228,20.773724721141242,21.066955973045637,40104168,002230.SZ
2016-07-05,21.334123611450195,21.50354626166791,21.112573066135397,21.50354626166791,29824041,002230.SZ
