Date,close,high,low,open,volume,symbol
2016-02-25,9.45346450805664,9.824969356571959,9.42692849263901,9.824969356571959,51130623,600036.SS
2016-02-26,9.586142539978027,9.665750569246846,9.473364340346771,9.519802831921533,28683994,600036.SS
2016-02-29,9.65911865234375,9.685654666525938,9.31414983530682,9.572876448084516,48318546,600036.SS
2016-03-01,9.718823432922363,9.805065630288219,9.526437187311899,9.659117880286095,32028783,600036.SS
2016-03-02,9.924477577209473,9.931111738108648,9.765261511639684,9.811699372597104,60456293,600036.SS
2016-03-03,10.050524711608887,10.077060725812844,9.891308626385143,9.9178446405891,53511876,600036.SS
2016-03-04,10.594512939453125,10.627683112205677,9.964282187828346,10.043890222833415,164467881,600036.SS
2016-03-07,10.468466758728027,10.614415144106658,10.382224559761948,10.548074796388613,41066485,600036.SS
2016-03-08,10.587878227233887,10.60778007678209,10.090327559850092,10.468465864607891,45257082,600036.SS
2016-03-09,10.64758586883545,10.6674883549642,10.223009620784982,10.435297744810216,74232024,600036.SS
2016-03-10,10.388858795166016,10.601146897108393,10.382224633813204,10.495002846137204,19886994,600036.SS
2016-03-11,10.455198287963867,10.468465976915544,10.229641881769794,10.34242008486683,32789560,600036.SS
2016-03-14,10.42866325378418,10.640951990902282,10.382224756434479,10.468466957034261,31496816,600036.SS
2016-03-15,10.521538734436035,10.607780932997205,10.349054969982138,10.488369193401189,35520508,600036.SS
2016-03-16,10.893043518066406,10.91294600184734,10.475100848693371,10.534807034699295,123657453,600036.SS
2016-03-17,10.766998291015625,10.879776515449095,10.687390876907902,10.873142353383946,46071149,600036.SS
2016-03-18,10.727193832397461,10.879775753194659,10.64095226226681,10.87314159159431,59577653,600036.SS
2016-03-21,10.760363578796387,10.906312606093545,10.687390330484776,10.753729417070428,50253793,600036.SS
2016-03-22,10.740462303161621,10.893044226055146,10.720559818087134,10.793534331356629,33741962,600036.SS
2016-03-23,10.733827590942383,10.806802100469085,10.733827590942383,10.786899616415376,19140021,600036.SS
2016-03-24,10.687389373779297,10.766996776690632,10.621049027795282,10.733827236367052,23990803,600036.SS
2016-03-25,10.700655937194824,10.747095062977673,10.680754720053258,10.6940230417055,15929295,600036.SS
2016-03-28,10.514904975891113,10.747095554068158,10.48836896404246,10.713924748421807,22137582,600036.SS
2016-03-29,10.475102424621582,10.647586214659952,10.45520057051495,10.548076311458257,19716528,600036.SS
2016-03-30,10.773629188537598,10.813432883530446,10.468464785363015,10.475098945417932,29675475,600036.SS
2016-03-31,10.674120903015137,10.846605294039207,10.627683041073432,10.81343448884025,25949603,600036.SS
2016-04-01,10.793534278869629,10.813435498510378,10.601147386762669,10.733828089273466,38488344,600036.SS
2016-04-05,10.839970588684082,10.85987307080408,10.66085204561443,10.70065574451765,39296938,600036.SS
2016-04-06,10.786900520324707,10.846606712152134,10.740462652311598,10.753729710788912,30072583,600036.SS
2016-04-07,10.680755615234375,10.84660585377734,10.64758480832364,10.826703369630899,29556313,600036.SS
2016-04-08,10.720560073852539,10.7537296177644,10.601147691230656,10.614416014930196,22439805,600036.SS
2016-04-11,10.820068359375,10.992552745768085,10.71392431626184,10.720558477123515,31780847,600036.SS
2016-04-12,10.806802749633789,10.88641015995685,10.694024530561977,10.88641015995685,17456359,600036.SS
2016-04-13,10.932847023010254,11.065527715148528,10.61441488028262,10.873140838081715,40046940,600036.SS
2016-04-14,10.919577598571777,11.065526598260027,10.859872685006355,10.946114240455724,22984200,600036.SS
2016-04-15,11.231376647949219,11.30435114671429,10.919577437106978,10.985917775499159,58833767,600036.SS
2016-04-18,11.317621231079102,11.45693610552145,11.092064779381623,11.118601427975232,50523260,600036.SS
2016-04-19,11.350790977478027,11.430398385120114,11.291084789077997,11.417130062067455,30079607,600036.SS
2016-04-20,11.496739387512207,11.516641873220705,11.1451363986841,11.3507916216609,78748333,600036.SS
2016-04-21,11.735564231872559,11.894780322576988,11.39059540267779,11.456935756805553,79412106,600036.SS
2016-04-22,11.854974746704102,11.954484629534521,11.649319554806178,11.675856198407256,55625558,600036.SS
2016-04-25,11.874876976013184,11.914680679469955,11.549810656219565,11.775367084702797,39667820,600036.SS
2016-04-26,11.881510734558105,11.908047379520667,11.675856797445766,11.815170387488582,39021652,600036.SS
2016-04-27,11.861608505249023,11.90804763492955,11.8151706409054,11.874876828014889,25071611,600036.SS
2016-04-28,11.861608505249023,11.894779312163687,11.722294912218153,11.894779312163687,28195786,600036.SS
2016-04-29,11.77536678314209,11.88814499449552,11.762098460550655,11.854975453353816,19001557,600036.SS
2016-05-03,11.742196083068848,11.841705962009412,11.64931909943246,11.801902263500539,35053706,600036.SS
2016-05-04,11.709027290344238,11.748830995687543,11.669223585000932,11.742198099244474,24388752,600036.SS
2016-05-05,11.689126014709473,11.74219804336029,11.582980692070866,11.709027234617922,20305075,600036.SS
2016-05-06,11.490104675292969,11.709026946253191,11.476836352122788,11.689125726834861,29666028,600036.SS
2016-05-09,11.476836204528809,11.576347361688494,11.417130016367766,11.49673868902813,23597962,600036.SS
